Address,Transaction ID,Total Committed Amount in Algo
OP53JF4J4A5DMTAWZ4BXT5M4TRHMHGQQETJOIFFITGSFRT6YJMQEIHVYVQ,JFOE2M4TAPCJKEW5O4N3SF22OUIJ4H4SHONH3UFDKRAEUSNTHEEQ,2027044531
B7IZAA5T2MTPE57MDUSUXZFTZYONCW4TQCC6LBKQVWX7JW76FV3FCKGHKU,KPGIV3FJYJHZ2RERGT6JN35FXWQCJHLYQZH4IVYXU6PMBF6J3CJA,50900000000
ARAMIDFJYV2TOFB5MRNZJIXBSAVZCVAUDAPFGKR5PNX4MTILGAZABBTXQQ,QB7KEL5WAZNWTNYV53JI2WJQACMQFI33HLC3VZZRPOC64ZDQXLRA,150000000000
7FOXNGHFMLLPPUFTDPBGA42XWJXY6TCOYJQGFV2RCFUNJVLMJSYE6COVCY,VHHWE5ERIHQDSPUYJGF7GZSVPKYUK4TXS2XCLVVJOH7UL5DMZJ7Q,2665910
AH4KLWOBKOATKPKUYS55QWAW3HLERKWBFK6VRCQDFSX32SQND7VCTOBV7A,CFHY32OI3Y4V3NXKX3FCS3QMHCIKMPA6NY6GXQFGTCJF6PQBAQ7A,1732177400
EP7PZ4URY54G6FALGLTOA2CBMZXUHLGITSUCHCTT6CJW4XZJBPD4ZTGJ6E,I7FUZSJQ3PHO4UEPJERFS5PSC5WNVCBBMIKO72T3IC3RQT7Y66TA,126700000
7P4MQIUR7AYEDULOBWB5E2MNLZV5C64BHCSTMNKUAYBJTBXQ4SHKQLUWVU,JBW2MSWXKSFM5S4OMNG4QLUD4FTYSUX5CU2AXRGY3GP544KPREJQ,100000000000
F2XR23FXDA5P3G7HP6DQS6MRV47EFWYKBOOM3MDZX3FITXYPF6NJBEVRUY,4WZHZF7I4NEA2GZRQ64IVHRETR2WPQDECOFW4SI75FTVC53U6BAA,3473629733
YG4AE5Z3K5UZV7QGYCZ7K574SZPBJ4P5L7I6MQ56NESJWEXOF7I3Z5J72Y,RHSMNYPYXWMNGS4SNIAUNEGNYOAOG65DWVBFVTLTAHI4PSGCU34A,147023689
GXY44TMFINUNKARSUSVRZJI4ZSJTR735MRVN2ARM6LPKLDUQZCKIOWLQOI,MEKY4H3N4PK56U3M45XUNA5JLEPTTSTIM5TOFFFHP46AW5XTTIEQ,500000000
N3T5MQENR4ZAI556J3MOH7OYXHVPAHH3SFH2CH2675IQGVUMV4IRU5DGWU,VNK6Z33EF6CRRO6GY4VRO3LHLSIBMXWPMWBMRDQFNBUL2D42V5YQ,7259206770
ARQJYI3G5EUB2B6DU5IDLT65DCFXL7DUYFYBPQHEHG4Z6AT2YLHHMHEB7A,77KUIRFQYSYKSYO6WL5G4YHCSOR4NJ4V4MXSFJV5ALKC5A7USJSQ,2558766070
V66PJR55MSXU7GLQ23QOKSYVM4YCK6SSFPYEYKPDHCPEIDUVRXFSUZ37WE,HPMVIPRU6YQPGCYSN2TZU7WXB2J4MA2VTY6PWT622UMKZK5L5G6A,888488437
MA5MWPBYOKLP3SJXZV2E5N6CVIOWW6YD2XW7SDSZUWCTG5KYHMY54IJ55I,SWASCTOQYKLJMEG4MHLTEY2XWOFSATLGJRX2QKVBOKL7MONMTPVA,159464615353
SCHUF5FTBJ4FGA7EDCY2RJGSLUDOM6552DOBEBCLP3VMFW5QW74S3ZIEWA,ZNVPU52GIW7GGMHGKGJ7ODBL247LS72QQ6XTV7URK6HGQFBOYQ3Q,398545084098
4Y7K7XXYR74PRNBHKDBMAFVCFV6KITEVTJLBEOJUYF7PWLAXF5AQ66IF24,WSUXOEB3E3UU6DHYJFE62LOHAJ46G7QA3IE6J765QH76CQ76QGCA,215238585266
SCHOLTZ4OXGO6BXRHOXUY4MNTXAOIGC5DVG7WR27ABG7FPOYZ6RFAMQRBE,5MIG35C5WCFYOVOG5EF5KKXXCOCTWMSQOSZZH6WXCCQATYOFALUQ,205016144058
MSO7I2XZYIGE5MDJOVPMJQ5CH6C7N67RERMHBYYVHVDYEZAC5365URN5VE,C55TZRL774PE2YLPP36KGVW6INBQU3O2XMXBY3NCQNJDXMQHIPKA,53023649
ALGONAUTSPIUHDCX3SLFXOFDUKOE4VY36XV4JX2JHQTWJNKVBKPEBQACRY,JQVQVLKHJXKFFMBTQWGEM4VLHF2PCPMWDUBKXMUS7MU33LUE66IQ,1350648999
HQG5MH7IP5TK2CQDMFFQEKJYU5UE3Q6BY36PAEMGKAJEJXVDKQU7QWE5CQ,MWDNOQJEJAQFEYOFPT6BQE6OZJSHFVFSB4ZT5HWVZTOZI765JWDA,701848489
MLJWIXOZQA6ENMUGFUQCFPJWJCQOKE5CYSZQPI3UNWD4KUFXR47WRGIEBE,MU6AAB4S4KCMISVSOVODAAWNQQ6Q4DKKKRPAT64BR2NI7SFNUE4Q,45552837284
MDG2LD6FR33A3KA3JLSRHHYPFIA5XZW2KEZDLYC2NHXQU5NONBZP3FKW74,GETESDQGLDFX6UUGM3TNQYZZ7OKWMT54FO2EEF5P4UFG3HQY7TZA,10589010727
K2PQRDP5S4VJ2XASN37NT4LLJZNDIB4RIHEQBSWYQ2XNQPA5AHMN4JQBV4,ZKUW2WTD2DHMAMG6FXJO7GC755TXVICSSTJNU37KT4UYBV5357QA,198630210
4DQ5YWRVWLDKJ52JPCVPV2ELOC2RSUAGIEMRS6BI5ELUY53ZFOMAZDQSJU,MCRG5TW4XB6ETAHNLHXJAIX6S32RSEFX5WLC2IHMMV3U7NLPUN5A,3031858494
RMNDV6DI34KNKG7B7XGVURJQXFU6EBRALPFSGXLU2UD4L35OSE7WR4DXLY,62XSBAYO4IC5VK75TZSYTVUTI6CHIPGSSWAWWLIQQJLDJICODGCQ,1608286199
OE2S7BGZGW3RD3I4CFCAA7ONYIEDDUDE32KHHVR2M625H62SU5EF7GRA4A,RZMYIAEVBWA6PEGPYY2VHIGZ5XJFWJZ5BMKAJOBBCQ6YRFZ7Y62Q,786653401
JL77KLFVN3HBACPXJEW3YAALO67OQG6ML256OXISBVVLU7Y5IZLPGMNSOA,NAGTI2RIG7WWSW2V6TQJ3QD3ZTGYERJB7ESF2WYGK22IUAEW5A4Q,1282753418
27HHHPC2OQY5CJCBDQB4OF3QWKK7ST2ZIY3K2BDT5IGZ7DJQQ6JK5MADSY,WSZBFE6H6H7CXWPYDGX3F42RJZHE3TE3AFLZSEOFOO4VLCZXFYNQ,490000000000
6CFIM6E7N3H2PC2TUJ26GXOEDRUCBEPLQBAA6FYTZL3C3G72E3VEPZ3Y24,KLPMJWKAECJFDRMDNJVUI2LJTK6UGVUIW3ZOICMFUOUSP3EWTJZQ,825869698
AAAAASVCTO6S5PAJWXAVE6D37WDBIMC54IMVSZTJXSYHXZLKH7644TKOUM,3CZ3GK5BQGTKLQ2NJXOH7LDDZVTQSYUBNG2GT6E7EMDYWMOPNWUA,112850000000
UU5YTIN4HDXUWRFPRIVW2XZJAXS3R3DVSNZKUMEWVJWPY3L4Z7KSWW6F34,6MSVFUWCXSIRKWX62VKACHR4M7MSVMRQWSYEKXRGQDQQEMKCYEEA,300000000
KXK5TLUOTPXI36YJXMGDHGONH2CXAHPRU5ZPQRFFAYVKBAFNWGOOAUDMZE,Q7J4MBGCKAQH7Q6CNMPRNKJS6C7J5JYVMIINPL5U33ZJ37Z76MMA,171035980000
ARTEMISKUDWSMWUY7OHHBTMU6KFI53D4GYEPPDT52V7KYE42KUXLKZEUSI,R3EPQMV6HVLD62SXQCTEZWKTYGXFXRDIOC7LLUT6ZYNMR3MW5EQQ,920294998
MARIANA263P5J2UUHLYNN6LLLVY3HWCG2SNGEA3SXDAV4HWCLGNU7GUNTQ,2566N2FNBXCVQZ4WG7FFGZSDGCOZGEH5RMYCHAZVQOHFFK3EHXEQ,2748854998
RYUZAKIL4MMBHNIIAI3HLOQRAWDOBRPKKRXTZ3K4U6EROPIYQE2E2CPLBE,MTJXEN72OEUJDHY5LTRG4HVYRIXTQ4NID3GJOIXEBHOJ5LXUOQVA,1852619998
CHICOOLOHTUT4NS376R5RFL27OMSPCEJCX6DW2ZNLE4EOASBHGF6C5LOVE,SZG4F2DDKQ2Z4VMIEMFJDY2NICTFREV7VD4DV2EFPQNMPADEFNUQ,681835739
277LYXXFGAUZKQ6DREPJ2W56XX6X4EAPAFUJN3SISOEH5L5QNMSB2UZMBM,A4EWCO3JVUEZLCFNYG7AICOMANNYHOW63H5QW5GVMXZ3VQSVJ2BQ,7566494322
GLDJ2N2PHTSIX4ZHJMIJOGEL6M5EQOZUOQMSFKJULSWJAGLPGENPQBJTCQ,P43HCWCVETFUI676QLFTA7S6X3YX6BHLKVUCOURVIOWLY4COOHYQ,5949999999
NODEGENNUI2FPBK37ME52CYPP5LPJ544FKYTFWLM6YQDMFQRELASEPNODE,DMKHUYKQNE6OCK7X6H5R23W6KNZSX5WHTSVUEWS7P77DEJW43JJA,2369999999
JZIPNCPJA2LKYXYSE2IAQJ3CBPJZA6QZB7RNA5ORFVBBFIA4LDZ32XWQB4,WN6JX4V2QVYX4CE5FJCYHIWD46VRZZC7WZJM6ZAY3MV7SENSY2RQ,561805193
CCCX7IPN2ZBBETPK33VN73VNZOWFAG5BO3XT7UHLMEE5UMESRRCSKABOOM,G6VXLKWOEVKVSYMSC3B3KFKWUGKBUL3EVEBNOJ34FQZZUYPHXOSA,3808687440
454TJRIXZATMAK72T7N4XBH65JSSPNMN5XGT4ODIAWYMUENMMK2HBFTW34,XEZHUHQIPK5CP4QI23KMKKL2KP7KM7WEEY5GLP5367DI2VCEYQQA,293299999998
YUPSDXAY4BITD4NK4DFTFOM5C4N4APM5475S4FBFJDR3XK4UDQIBGELST4,UDZPNGKDW7HC5LCQAXE56V6DLYQUSF5NRYVMTKEKTCD4DLEEWSRQ,37899999998
464RAISVWESFMOPLHV6557DGS67AOMQYN47YBTSSO5CZAELQ2IXUEB3R64,YJ3T2DEPACLANDUYJZZX5BTO4JIG6YWQ6PWLZUFGU5OR44HBKJDQ,14605333953
N23T7GM2UE3NGTJUTVJUEM2MZQLPLOVGD6DNMVFIOTN425X6ZI7MKAMYOY,JHSM32U6DJWF76QSN7NGQ2QIXRBPO4U2ADKRXSBT3OCJMQMILBMA,26684652609
ROBOTMMVHPOETOTAX3J26UXYKVZX6QB7FHHYGBC44JNBUXMTABD5I3CODE,XKC3K7YK5KNJUATHCN57U6ZT3ZXMRYZAKUJX3EFQ4BKAT6DGV25A,130299999994
KBNCRKLKZO6G6SIER3X5K4Y32XBRXRWFNHML2KZ2IENC7NVUEC3LJVF3NU,7Q2OJZUJG6BC4MALFJMOW3RSPTXUZURZSAF2CBPGJCYEFUZWP32Q,81150000000
JNXYC7SF7NJTKM3N4BWUD7IXIYIOA4V7V4TB5ACON76AYTGHBSYZT55UOI,XKHZYDUW63JMGASFOBMHMIIV7E7XE25L6U5VY6PPXNZD2TNVQYFA,10011110000
RSTN5E7PO44EJMGNJETRR24LJRKN4OK5BW6TFMIENN4QP4FGDSAWRKO6VI,KUSW3BMPV7D7YQDAEY5EYIHQZUCSFMOG2BONWO37NRHM7XLJJYAA,10110000
D64TCYC6P3GC4W47JQVLTXKYMB6DAW3UHNUU4J5XN3DFUEKOHFQ7BOJS2M,MZHJ2AGN7UQGOND35TMWUCZUIEOP3H6UUG3APH2HBDFCQQDWFF7Q,100110000
ZOTDB4PFYACRWR5ZOYCLZOVDWM4B5372MFXLMRORU3FSZM2TZRWCV7XSIY,PUN7LIZ3S5PFU47ZML77N7RE6USMOM66BUCQO2YP5S7NHG4JTZFQ,1000110000
2R252DRZRPALLRJKTKYAFDRCIJ7LSDRJMAZMFOV7Z2AKZBCWSGXONZA56Q,LJJYW2QTG5TMLE5VNRXDPSHMT53WTQ4YQIQEG74YKQA63XQ4FN3Q,75001000000
XUXEDFZ6THOVM4P7POHDTXBESZIKJIGDFHFOFBRI2YH3GCYNDGDPE7JFLY,K46BTQ4NFTQHMYJWMVJKYWP52R6NNO3N272M4PNAMXFZWKG5SHFA,332303839
6IPML6SPOR5KGLUKFIB3KT7CQRVYABFHXXNPLCUCT2OY36CMSMPI2RLQWE,MBQNC7H4CFNPFRUL3MN77V3MZG63MMBYWRTNUDFWI5N2D6QHNYRA,1004390657
APYERPTWACB3VX2UFLXKDLYOFULYO6PDIIDAPZKURCU5EYYVKVMLQS7KDQ,IMAOP7XZH7EMIPDMOEXTUVSBFA23E74HU5ASEKVTCUQ5KLY4RRTQ,12999999999
HCJGGVCFU3Z3GMJTRUN2SRM5SU4LPG3X5YUBFRCJYK5Z45AMW2NLRL5LRM,IEL24YBJR3NKKG6IOINZVRXJNCPQALDPSIUS5XIEDSNQIF5L6NJA,42000000000
BF2TTMX2J2J73IZCMAI5NFKP2O4EX6PIOXG672NOXDRMIMF5WYRZJU4NVI,PCATNWP6QK7J74KLIVPBKWEWLDYETJO7QU5LLFUZ63IZJMVXP7YA,10000000
5E7I7MKBHVIMXQBX74JAUK2XDA4DPNGWGOJEIGT5GKJUO5W2BZRM62PIAM,GJ5AYEJVJ7QU2P5PAZ2SPLLIZDMWJX2CZDM6VLYOMM3BGP6ZPH2Q,248051181328
4R2D3O3ZV22FMAQFIVRMXTX3RMXEBXPBPWS64TU5LF3H76JFQGOAIP4H6A,R5HEDOZYM56R6S3HRXZ6Y63XU27EABYL2SHNV3AM52APDTBQX3IQ,16700000000
62K7SF4H56Q3U26UTEUG7CUFQ5U4NGY7S55YNSDKTAACYSFKWKBDGEQYAU,RNMWOKPGIBA2SSL7TAMRQUOQKEZV32TAPA3FLQUG7CDOTMN6Z3XA,411310000000
WSO34V4OTSFJ7TDZGRMLQXMJHOHUMHBP425KW2XVPC6GGBJQQGPWNLPGW4,GPXWGD5KEDM5M2WGZVWYAJYQKBWGCIREBKMVPCUVLHP2HKQQWK4A,2120000000000
A5HIICQGP2LQNQSY25EBJTQAVGOWHMJGFPIDGDLLPMKB2BX5EVYZYUMFA4,R3ZJZZSLUKMCQO2B7E3JBQTKBFBQUKWDSOVXHVDMTDEIPJPMUQHQ,1120000000000
MHHRM7VN4KCIGXD6ROR7WJVZDOAF42SXVX4L2HEIESQ2KMY2HCMP46WI74,4IEW4LUW764MHAYL76KMSWNSZETSCP54ZTKRPLQK3VGFE4VCOOKQ,1060000000000
DRTJXDA76VKSQNMRQYPG3NYXWMVL5AR4FSZBGL7O3J2EDCQK4AM2O6W5KQ,VDA4XNQREKTW6CIF45VA7OVFGARR5LQXMN2E5WA2UER75AFNT3DQ,1120000000000
QVB27PX7RFNF37L35ESXT2CHZHXSYSKQGWP5DM2ZDFUNATHXVBHVQCBKGY,SPAWSSCVXCHKJ5GYFDJUR5NCUVEZY5MHDAZGA3EPTEJP5BLHPAHA,1050000000000
M7VWTHLI4CDRIRUUJNFSDU5NLKGCV22IRX5FAISG75YF35U4JKKH27GESA,IYJSEYM5H2HIZ4G3GUE7RSITFUAXU6PKMEHZ4CROHCRZ3BIGCVPQ,15089853812
BVRGOW4NGKQE6TJR224WPKFP3VTS7NZNUHWW36OGB7CC6DW5NUWHHCDS4Q,TG26E5OPKO2ZPUAGGIXRMTSWNMAZY57G6XIP2SUJGPUNYA7OO7VA,73590000
OPTGBLHKTP7LV2WLD22PSOBCVXBKCBLWVGDHKZ34T4YPK3DOMMCNGGQXLY,NAMEZFC4VZHWL6BMM4UYYLPDCBNVG5XGN5JVI4EH3W7TGSDNCLIA,60863503485
DV5STYECZCPCX5V2RYZKE5INQ77DNTQCK7PUY3EE2WGMSHRWISW6BPNJHU,SYM3UDJWOO3ZGE67ZNW7CEOHJBXASGQVCG6V5ARPBI5BTRFBY3WA,35033583890
IF2QEG3MST6G6ZCQWNUYFYZES4IHLYIWFPEZZYIR5RCN32B7UPQC6W5FRI,FENDOIE4NXCEDKWCQLLHY3ADKZJ34T2N6XOV7MYOZ4IF7GCVXZUA,15885343317
3KA4HPKAFX7O7RBI3MBIKCBJODL6EWFCBFERCONPZOS4SBVBB7HQNBSNIM,XANHKQ3U3XFZMVFV3OG7TSUX5WXYVJTTUKCSMOSP5FFDOSZVOUJA,1807509506
T3HHWXHNLVUNEJHEUIWGLTTQ4GUL2FM56OIZRLFP7P6NWLN7D4WZCDIC7A,OKQYR4Q3752LSEJD2HTNCPYEKMUA25V5ZNL5KFOIFATML7IDU6YA,368405719
3SQKAIZ5GKBBD2HIJEREIQ6RGKC4YS6XAH3P7IIRZOY7DV5VTTZH74YMTI,W3NQH2OD26JQUB5XPOSX5FZTVJ4KMR5YR2APZPJQVQ24AKALAYWQ,44677235
72GNCMLOJFUUNCKGOOPIWPPAXRGGQZGHP2CQHLIYQF4WK3B4VLTPQXMWVU,USYBPFOKOYIZMRZR6URD4MWRYOQXPBI5S3SGWRODFEFVOE7FLNOQ,530000000
6TSFS4T3TXCVZSPCRKIDANNTBEIR6TP5O45AEL7W2ENC4YN566X3JNOUDA,LPMMXPRH6KO5YVOSHV3L6QSWGMBBM77H7EPP2MMUGMW7C23XE3OQ,16000000
SRM5YEB4E2FFBY573H4ZGM6ID6F5DHTIC65OONM755U4YD4YRNAZ6NR27E,JHG4MHWOGB5RJXF3YCUC7MJVM7KZ7GNHWAOOAQOYUQ5HSLHQ5O2A,14006379932
RC7T5UHVQCMWHX6UWF2QS6NXQD232NUHRCFGGGCHDOTFKZ3MYGAB2RS6HM,B7AZA4RCRG4XWT3W46QMXNHTNRQRVBBBXSRXX32PBUSMMNV2TCWA,27900000000
ESUNONVYUCZAUR66265EQ2AQBXXEINF3JWJFN4SLQD4LYOYVK6TOK6YEKE,CYKYPBLUSYADL62I5E5X4HMY2VSR3OMH72G3H7VNORUT2UH2RXAA,103691374
FYPYVE22K5POJFP3Z7TQKND6G235PYG74DHNHSHXL5BFKINUO4GBO3AWIQ,BEBVQGZ3ULYHIE4YUFTYRR2GHBTGJYGOMIJPZ56FMIBR2TQ7525A,104650000000
LZOUGZWR7U5OJ5SQWM72RHC3ZITVJ266VBCWL3TUFAKWE57U2AQDGKDBVM,YSTTE4IAKHEO2FP6AM4IK35CV3R6GY6QASFH6QY6LLZOEKNTQTXQ,8254939204
SJAPHK5KMOQWDCOGVJITYDOF6PELRHWFV2Z6GKPQWWGBGX4WGKXPIXXH2M,CK2N3KQJDS4UNGHSFTRNXZA3ARPAH7C5O2GDWXYRO4UK2ORYS4VQ,85759028858
DBFRPLMJZOSBCV3ED4YJ54EQ3AP7QWLLLZM7YERGHZLCJOZ7VBRXWCPBBA,EQ6W7BZ5KF44MDRXOJ7IPLHH556U6CW43G5IPKVSK63FGYCNT3OQ,2022608653
RIFOYIRIMELEG6PPSRSUYTXIMMMLW4SDKNJET2ALLRY7KEJIYMHLK4UV4A,N7BYV3IZUVYXH4LQWEZOAT2FIHO6ZILGGTI3QCPXSI56Q74ZNF5Q,46116095877
L36IJULKMQNDQVP4XICL5GQZMTD7DXDGE7PWAAYFAK7TS7OWBMPCVSN54I,I3CBGDXOOGX4H5ZSQ5SSCWLJTOBBIDOAKIU6LYNCQQPMVUFJRZ4A,13625000000
